id,name_x,species,breed,type,danger_level_x,variety,hunter_id_x,terrain_name,name_y,level,experience,terrain_visited,total_animals_hunted,hunter_id_y,climate,danger_level_y,rarity_factor,description
339,Brittany,Zebra,Asian,Herbivore,Medium,Rare,H035,Swamp,Ravi,4,792,Canyon,26,4,Wet,High,1.6,Murky lands with hidden threats
340,Aaron,Lion,Asian,Omnivore,High,Rare,H070,Jungle,Dev,1,1776,Volcano,38,1,Humid,High,1.5,Dense forest with dangerous wild predators
341,Marvin,Lion,Indian,Predator,Low,Common,H052,Volcanic Zone,Ravi,5,683,Forest,46,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
342,Henry,Cheetah,Siberian,Omnivore,Low,Common,H029,Swamp,Zara,5,1641,Canyon,48,4,Wet,High,1.6,Murky lands with hidden threats
343,Michelle,Giraffe,Indian,Omnivore,Medium,Common,H071,Tundra,Reva,6,2104,Ice Fields,16,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
344,Carrie,Tiger,Asian,Herbivore,Low,Uncommon,H073,Volcanic Zone,Ravi,6,709,Canyon,25,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
345,Ana,Giraffe,Arctic,Predator,Medium,Uncommon,H006,Jungle,Arjun,3,2950,Ruins,45,1,Humid,High,1.5,Dense forest with dangerous wild predators
346,Nancy,Giraffe,Indian,Herbivore,Medium,Rare,H007,Canyon,Zara,4,994,Riverlands,44,9,Hot,Medium,1.4,Narrow passages with ambush threats
347,Candace,Wolf,Bengal,Omnivore,Low,Rare,H090,City Ruins,Zara,2,2327,Riverlands,22,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
348,Jacqueline,Bear,African,Omnivore,Low,Common,H022,Desert,Zara,4,2500,Ruins,19,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
349,Gregory,Bear,Mountain,Omnivore,Medium,Rare,H001,Forest,Nikhil,5,2028,Riverlands,20,3,Mild,Low,1.0,Balanced area with common animals
350,Natalie,Elephant,Siberian,Herbivore,High,Uncommon,H084,Swamp,Liam,7,1509,Forest,34,4,Wet,High,1.6,Murky lands with hidden threats
351,Laura,Rhino,Snow,Predator,High,Rare,H004,Forest,Liam,9,1375,Riverlands,41,3,Mild,Low,1.0,Balanced area with common animals
352,Nancy,Bear,Bengal,Predator,Medium,Uncommon,H079,Savanna,Reva,2,1179,Desert,12,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
353,Paula,Lion,Bengal,Omnivore,Low,Rare,H078,Forest,Tara,3,1969,Desert,49,3,Mild,Low,1.0,Balanced area with common animals
354,Melissa,Rhino,Siberian,Omnivore,Medium,Rare,H100,Mountains,Nikhil,1,611,Ice Fields,48,5,Cold,Medium,1.3,Rocky regions with agile animals
355,Lisa,Bear,African,Herbivore,High,Common,H069,Tundra,Reva,7,321,Mountain,40,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
356,Kevin,Elephant,Mountain,Predator,High,Rare,H090,Volcanic Zone,Zara,2,2327,Riverlands,22,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
357,Randy,Giraffe,Mountain,Predator,High,Common,H059,Volcanic Zone,Meera,8,2418,Swamp,7,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
358,Chase,Leopard,Indian,Omnivore,High,Rare,H099,Savanna,Tara,9,2822,Ruins,31,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
359,Richard,Elephant,Snow,Omnivore,High,Uncommon,H090,Mountains,Zara,2,2327,Riverlands,22,5,Cold,Medium,1.3,Rocky regions with agile animals
360,Kevin,Zebra,Indochinese,Herbivore,Low,Uncommon,H041,Swamp,Liam,5,1059,Volcano,39,4,Wet,High,1.6,Murky lands with hidden threats
361,Jessica,Rhino,Bengal,Predator,Medium,Rare,H075,Canyon,Arjun,7,2244,Jungle,40,9,Hot,Medium,1.4,Narrow passages with ambush threats
362,Terri,Elephant,Bengal,Predator,Low,Common,H055,Mountains,Kaira,8,518,Volcano,15,5,Cold,Medium,1.3,Rocky regions with agile animals
363,Michael,Elephant,Indochinese,Herbivore,Low,Common,H064,Canyon,Nikhil,3,1385,Desert,32,9,Hot,Medium,1.4,Narrow passages with ambush threats
364,Brian,Wolf,Sumatran,Omnivore,Low,Common,H028,Tundra,Liam,5,2836,Desert,49,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
365,Sarah,Wolf,Arctic,Herbivore,Medium,Common,H079,Jungle,Reva,2,1179,Desert,12,1,Humid,High,1.5,Dense forest with dangerous wild predators
366,Melissa,Zebra,Snow,Herbivore,Low,Uncommon,H026,Forest,Arjun,2,983,Riverlands,33,3,Mild,Low,1.0,Balanced area with common animals
367,Kyle,Zebra,Siberian,Omnivore,Low,Uncommon,H040,Savanna,Ravi,1,850,Ruins,28,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
368,Deborah,Leopard,Asian,Herbivore,High,Uncommon,H093,Mountains,Reva,7,311,Canyon,25,5,Cold,Medium,1.3,Rocky regions with agile animals
369,Miranda,Elephant,Mountain,Herbivore,Medium,Rare,H081,Canyon,Dev,9,558,Ruins,16,9,Hot,Medium,1.4,Narrow passages with ambush threats
370,Katherine,Giraffe,Arctic,Omnivore,High,Rare,H088,Forest,Liam,4,959,Canyon,17,3,Mild,Low,1.0,Balanced area with common animals
371,Tina,Giraffe,Siberian,Herbivore,Low,Uncommon,H078,Swamp,Tara,3,1969,Desert,49,4,Wet,High,1.6,Murky lands with hidden threats
372,Sandra,Zebra,Snow,Omnivore,Medium,Common,H061,Swamp,Zara,10,2525,Volcano,27,4,Wet,High,1.6,Murky lands with hidden threats
373,Victoria,Elephant,Siberian,Herbivore,Low,Common,H068,Forest,Dev,4,2020,Ruins,5,3,Mild,Low,1.0,Balanced area with common animals
374,John,Cheetah,Arctic,Predator,High,Uncommon,H048,Volcanic Zone,Nikhil,7,2229,Mountain,8,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
375,Annette,Wolf,Sumatran,Herbivore,Low,Uncommon,H035,Desert,Ravi,4,792,Canyon,26,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
376,Beverly,Giraffe,Bengal,Predator,High,Rare,H053,Desert,Ravi,7,1120,Ice Fields,36,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
377,Patrick,Giraffe,Siberian,Herbivore,High,Rare,H035,Desert,Ravi,4,792,Canyon,26,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
378,James,Zebra,Siberian,Herbivore,Medium,Common,H048,Mountains,Nikhil,7,2229,Mountain,8,5,Cold,Medium,1.3,Rocky regions with agile animals
379,John,Leopard,Snow,Omnivore,Medium,Uncommon,H026,Tundra,Arjun,2,983,Riverlands,33,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
380,Krista,Zebra,Arctic,Herbivore,Low,Common,H012,Swamp,Dev,5,572,Canyon,5,4,Wet,High,1.6,Murky lands with hidden threats
381,Amy,Leopard,Asian,Predator,Low,Common,H022,Forest,Zara,4,2500,Ruins,19,3,Mild,Low,1.0,Balanced area with common animals
382,Krystal,Rhino,Arctic,Omnivore,High,Rare,H080,Savanna,Nikhil,5,1228,Forest,40,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
383,Adam,Bear,Siberian,Omnivore,Low,Common,H020,Savanna,Kaira,1,2637,Ice Fields,28,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
384,Alejandra,Rhino,Arctic,Omnivore,Medium,Uncommon,H022,Canyon,Zara,4,2500,Ruins,19,9,Hot,Medium,1.4,Narrow passages with ambush threats
385,Anthony,Lion,Siberian,Herbivore,Medium,Common,H096,Mountains,Arjun,5,228,Forest,42,5,Cold,Medium,1.3,Rocky regions with agile animals
386,Travis,Cheetah,African,Herbivore,High,Uncommon,H082,City Ruins,Dev,2,2294,Desert,6,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
387,Madison,Cheetah,Indochinese,Omnivore,Medium,Common,H045,Canyon,Zara,10,1016,Ruins,27,9,Hot,Medium,1.4,Narrow passages with ambush threats
388,Christopher,Wolf,Bengal,Omnivore,High,Rare,H089,Swamp,Ravi,9,334,Volcano,12,4,Wet,High,1.6,Murky lands with hidden threats
389,Jennifer,Wolf,Siberian,Herbivore,Low,Common,H087,Jungle,Ravi,10,1093,Swamp,19,1,Humid,High,1.5,Dense forest with dangerous wild predators
390,Amber,Zebra,Indian,Herbivore,Low,Common,H015,Tundra,Dev,4,600,Jungle,19,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
391,Thomas,Lion,Snow,Herbivore,Low,Uncommon,H063,Mountains,Tara,2,1285,Swamp,43,5,Cold,Medium,1.3,Rocky regions with agile animals
392,Christine,Lion,African,Omnivore,Medium,Uncommon,H067,Mountains,Nikhil,1,2618,Riverlands,16,5,Cold,Medium,1.3,Rocky regions with agile animals
393,Jeffrey,Tiger,Indian,Omnivore,Low,Uncommon,H024,Desert,Zara,9,1405,Ice Fields,45,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
394,Kristen,Cheetah,African,Predator,High,Common,H072,Canyon,Tara,4,2685,Jungle,14,9,Hot,Medium,1.4,Narrow passages with ambush threats
395,Denise,Lion,Mountain,Herbivore,Low,Uncommon,H070,Mountains,Dev,1,1776,Volcano,38,5,Cold,Medium,1.3,Rocky regions with agile animals
396,Daniel,Cheetah,African,Omnivore,High,Rare,H016,Mountains,Dev,4,2499,Jungle,11,5,Cold,Medium,1.3,Rocky regions with agile animals
397,Jason,Cheetah,Arctic,Omnivore,Low,Rare,H035,Forest,Ravi,4,792,Canyon,26,3,Mild,Low,1.0,Balanced area with common animals
398,Edward,Lion,Bengal,Herbivore,Low,Rare,H073,Savanna,Ravi,6,709,Canyon,25,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
399,Angela,Lion,Indochinese,Omnivore,Medium,Rare,H087,Swamp,Ravi,10,1093,Swamp,19,4,Wet,High,1.6,Murky lands with hidden threats
400,Christina,Lion,Indian,Predator,High,Common,H010,Mountains,Kaira,2,2495,Canyon,38,5,Cold,Medium,1.3,Rocky regions with agile animals
401,Don,Bear,Asian,Herbivore,High,Common,H056,Swamp,Arjun,9,1920,Ruins,12,4,Wet,High,1.6,Murky lands with hidden threats
402,Zachary,Leopard,Snow,Omnivore,Medium,Common,H095,Volcanic Zone,Tara,4,991,Mountain,41,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
403,Michael,Giraffe,Indian,Omnivore,Medium,Rare,H060,Volcanic Zone,Dev,3,1162,Mountain,50,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
404,Todd,Wolf,Mountain,Herbivore,Low,Rare,H076,Desert,Dev,1,315,Forest,22,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
405,Dale,Tiger,Sumatran,Herbivore,Medium,Rare,H028,Canyon,Liam,5,2836,Desert,49,9,Hot,Medium,1.4,Narrow passages with ambush threats
406,Paul,Rhino,Asian,Omnivore,High,Uncommon,H061,Tundra,Zara,10,2525,Volcano,27,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
407,Bonnie,Lion,Indochinese,Omnivore,Low,Rare,H047,Savanna,Meera,9,541,Ice Fields,36,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
408,Kim,Bear,African,Herbivore,Medium,Common,H086,Savanna,Zara,6,457,Ruins,32,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
409,Mark,Zebra,Indian,Herbivore,Low,Uncommon,H094,Jungle,Ravi,8,627,Riverlands,46,1,Humid,High,1.5,Dense forest with dangerous wild predators
410,Jonathan,Giraffe,Sumatran,Predator,Low,Uncommon,H014,Canyon,Zara,2,1239,Desert,27,9,Hot,Medium,1.4,Narrow passages with ambush threats
411,Katie,Elephant,Sumatran,Omnivore,High,Uncommon,H010,Canyon,Kaira,2,2495,Canyon,38,9,Hot,Medium,1.4,Narrow passages with ambush threats
412,Amanda,Giraffe,Indochinese,Herbivore,Low,Common,H072,City Ruins,Tara,4,2685,Jungle,14,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
413,Shelly,Cheetah,Snow,Omnivore,High,Uncommon,H006,Jungle,Arjun,3,2950,Ruins,45,1,Humid,High,1.5,Dense forest with dangerous wild predators
414,Johnny,Wolf,Bengal,Herbivore,High,Rare,H015,Volcanic Zone,Dev,4,600,Jungle,19,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
415,Brittany,Zebra,Snow,Omnivore,High,Rare,H017,Tundra,Liam,9,2480,Forest,23,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
416,Sabrina,Rhino,Sumatran,Omnivore,Medium,Rare,H085,Tundra,Arjun,5,442,Ice Fields,49,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
417,Denise,Cheetah,Indochinese,Predator,Low,Common,H066,Mountains,Dev,6,2668,Volcano,5,5,Cold,Medium,1.3,Rocky regions with agile animals
418,John,Giraffe,Siberian,Predator,Medium,Rare,H095,Volcanic Zone,Tara,4,991,Mountain,41,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
419,Raymond,Wolf,African,Herbivore,High,Rare,H084,Canyon,Liam,7,1509,Forest,34,9,Hot,Medium,1.4,Narrow passages with ambush threats
420,Janice,Giraffe,African,Herbivore,High,Rare,H073,Jungle,Ravi,6,709,Canyon,25,1,Humid,High,1.5,Dense forest with dangerous wild predators
421,Jenny,Giraffe,Siberian,Predator,Medium,Uncommon,H034,Mountains,Dev,6,1404,Swamp,24,5,Cold,Medium,1.3,Rocky regions with agile animals
422,David,Zebra,African,Omnivore,Medium,Rare,H043,Forest,Zara,5,964,Volcano,11,3,Mild,Low,1.0,Balanced area with common animals
423,Linda,Rhino,Sumatran,Omnivore,High,Rare,H002,City Ruins,Liam,8,380,Forest,12,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
424,John,Wolf,Indian,Herbivore,Low,Rare,H066,Jungle,Dev,6,2668,Volcano,5,1,Humid,High,1.5,Dense forest with dangerous wild predators
425,Maria,Zebra,African,Omnivore,Medium,Rare,H053,Tundra,Ravi,7,1120,Ice Fields,36,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
426,Victor,Cheetah,Snow,Omnivore,Medium,Uncommon,H079,Volcanic Zone,Reva,2,1179,Desert,12,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
427,Kristen,Cheetah,Indochinese,Predator,Medium,Rare,H018,Volcanic Zone,Kaira,8,2257,Desert,22,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
428,John,Bear,Sumatran,Herbivore,High,Rare,H017,Volcanic Zone,Liam,9,2480,Forest,23,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
429,Catherine,Lion,Indian,Herbivore,Medium,Rare,H083,City Ruins,Arjun,10,391,Volcano,23,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
430,Cynthia,Cheetah,Bengal,Omnivore,High,Uncommon,H064,Swamp,Nikhil,3,1385,Desert,32,4,Wet,High,1.6,Murky lands with hidden threats
431,Tina,Tiger,Siberian,Herbivore,High,Uncommon,H070,Tundra,Dev,1,1776,Volcano,38,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
432,Bryan,Leopard,Asian,Herbivore,Low,Rare,H086,Savanna,Zara,6,457,Ruins,32,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
433,Mary,Wolf,Siberian,Herbivore,Medium,Uncommon,H038,City Ruins,Liam,9,2014,Swamp,36,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
434,Richard,Zebra,Asian,Omnivore,Medium,Rare,H092,Desert,Tara,7,1246,Forest,6,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
435,Kyle,Zebra,Snow,Omnivore,Low,Rare,H080,City Ruins,Nikhil,5,1228,Forest,40,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
436,Curtis,Bear,Snow,Omnivore,Low,Common,H062,Forest,Tara,1,1900,Riverlands,50,3,Mild,Low,1.0,Balanced area with common animals
437,Brian,Rhino,Siberian,Omnivore,Low,Rare,H050,Mountains,Tara,6,831,Canyon,44,5,Cold,Medium,1.3,Rocky regions with agile animals
438,Jessica,Cheetah,Sumatran,Predator,Medium,Uncommon,H051,Desert,Reva,8,1830,Riverlands,11,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
439,Stephanie,Cheetah,Arctic,Omnivore,Low,Common,H071,Swamp,Reva,6,2104,Ice Fields,16,4,Wet,High,1.6,Murky lands with hidden threats
440,Joseph,Leopard,Mountain,Predator,High,Rare,H004,Canyon,Liam,9,1375,Riverlands,41,9,Hot,Medium,1.4,Narrow passages with ambush threats
441,Alexis,Rhino,African,Herbivore,Low,Rare,H007,Forest,Zara,4,994,Riverlands,44,3,Mild,Low,1.0,Balanced area with common animals
442,Richard,Bear,Arctic,Predator,High,Rare,H043,City Ruins,Zara,5,964,Volcano,11,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
443,Katherine,Elephant,Asian,Predator,High,Rare,H031,Jungle,Ravi,7,2982,Volcano,43,1,Humid,High,1.5,Dense forest with dangerous wild predators
444,Lee,Giraffe,Bengal,Omnivore,High,Uncommon,H007,Canyon,Zara,4,994,Riverlands,44,9,Hot,Medium,1.4,Narrow passages with ambush threats
445,Brian,Lion,Mountain,Predator,Medium,Rare,H057,Swamp,Dev,7,1761,Ice Fields,26,4,Wet,High,1.6,Murky lands with hidden threats
446,Wyatt,Elephant,African,Herbivore,High,Common,H098,Desert,Reva,2,2266,Mountain,8,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
447,Lauren,Elephant,Indian,Herbivore,High,Rare,H085,Savanna,Arjun,5,442,Ice Fields,49,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
448,Shelly,Lion,Indochinese,Predator,High,Uncommon,H036,Mountains,Dev,10,1402,Mountain,19,5,Cold,Medium,1.3,Rocky regions with agile animals
449,Julian,Bear,Snow,Omnivore,Low,Rare,H096,Swamp,Arjun,5,228,Forest,42,4,Wet,High,1.6,Murky lands with hidden threats
450,Sheila,Elephant,Siberian,Herbivore,Low,Rare,H088,City Ruins,Liam,4,959,Canyon,17,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
451,Lori,Zebra,African,Herbivore,Low,Common,H074,City Ruins,Liam,5,473,Ruins,10,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
452,Jennifer,Cheetah,Asian,Herbivore,Low,Rare,H010,Desert,Kaira,2,2495,Canyon,38,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
453,Christopher,Tiger,Asian,Herbivore,High,Uncommon,H062,Swamp,Tara,1,1900,Riverlands,50,4,Wet,High,1.6,Murky lands with hidden threats
454,Mitchell,Zebra,Snow,Omnivore,Low,Rare,H061,Savanna,Zara,10,2525,Volcano,27,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
455,Kelly,Zebra,Sumatran,Predator,High,Rare,H057,City Ruins,Dev,7,1761,Ice Fields,26,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
456,Christopher,Lion,Indochinese,Predator,Low,Rare,H078,Tundra,Tara,3,1969,Desert,49,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
457,Elizabeth,Zebra,Siberian,Omnivore,Low,Uncommon,H087,Mountains,Ravi,10,1093,Swamp,19,5,Cold,Medium,1.3,Rocky regions with agile animals
458,Leslie,Wolf,African,Predator,Low,Common,H098,Jungle,Reva,2,2266,Mountain,8,1,Humid,High,1.5,Dense forest with dangerous wild predators
459,Nicholas,Zebra,Siberian,Herbivore,Low,Uncommon,H066,Canyon,Dev,6,2668,Volcano,5,9,Hot,Medium,1.4,Narrow passages with ambush threats
460,Courtney,Lion,Indian,Omnivore,Low,Rare,H057,Canyon,Dev,7,1761,Ice Fields,26,9,Hot,Medium,1.4,Narrow passages with ambush threats
461,Keith,Tiger,Asian,Omnivore,Medium,Rare,H032,City Ruins,Zara,10,1525,Desert,15,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
462,Oscar,Giraffe,Asian,Predator,Low,Uncommon,H046,Desert,Zara,5,923,Desert,34,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
463,Steven,Lion,Siberian,Omnivore,Medium,Uncommon,H087,Jungle,Ravi,10,1093,Swamp,19,1,Humid,High,1.5,Dense forest with dangerous wild predators
464,Joshua,Cheetah,Arctic,Herbivore,High,Rare,H052,Canyon,Ravi,5,683,Forest,46,9,Hot,Medium,1.4,Narrow passages with ambush threats
465,Mark,Giraffe,Siberian,Predator,Low,Common,H052,Savanna,Ravi,5,683,Forest,46,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
466,Michelle,Leopard,Indian,Omnivore,Medium,Uncommon,H091,Swamp,Reva,8,2781,Mountain,22,4,Wet,High,1.6,Murky lands with hidden threats
467,John,Cheetah,Sumatran,Predator,Low,Rare,H011,Desert,Kaira,3,1009,Ice Fields,14,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
468,Alison,Elephant,Bengal,Herbivore,High,Common,H065,Savanna,Meera,8,206,Swamp,26,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
469,Suzanne,Leopard,Mountain,Predator,Medium,Common,H098,Canyon,Reva,2,2266,Mountain,8,9,Hot,Medium,1.4,Narrow passages with ambush threats
470,James,Wolf,Indian,Herbivore,High,Common,H013,Desert,Arjun,3,2868,Canyon,26,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
471,Nicholas,Tiger,Arctic,Predator,Low,Uncommon,H044,Canyon,Arjun,7,1338,Ruins,10,9,Hot,Medium,1.4,Narrow passages with ambush threats
472,Anne,Rhino,Siberian,Predator,Low,Rare,H028,Savanna,Liam,5,2836,Desert,49,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
473,Andrea,Zebra,African,Omnivore,Low,Rare,H041,Savanna,Liam,5,1059,Volcano,39,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
474,Amanda,Bear,Sumatran,Omnivore,Low,Common,H090,City Ruins,Zara,2,2327,Riverlands,22,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
475,Alexis,Giraffe,African,Omnivore,High,Rare,H029,City Ruins,Zara,5,1641,Canyon,48,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
476,Abigail,Cheetah,Siberian,Herbivore,Medium,Common,H005,Canyon,Kaira,4,1498,Mountain,19,9,Hot,Medium,1.4,Narrow passages with ambush threats
477,April,Zebra,Mountain,Omnivore,Medium,Uncommon,H099,Forest,Tara,9,2822,Ruins,31,3,Mild,Low,1.0,Balanced area with common animals
478,Melinda,Rhino,Asian,Herbivore,Medium,Rare,H062,Jungle,Tara,1,1900,Riverlands,50,1,Humid,High,1.5,Dense forest with dangerous wild predators
479,Jennifer,Lion,African,Predator,High,Uncommon,H065,Tundra,Meera,8,206,Swamp,26,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
480,Jared,Elephant,Sumatran,Predator,Low,Common,H083,Jungle,Arjun,10,391,Volcano,23,1,Humid,High,1.5,Dense forest with dangerous wild predators
481,Mark,Bear,Sumatran,Herbivore,Medium,Uncommon,H011,Mountains,Kaira,3,1009,Ice Fields,14,5,Cold,Medium,1.3,Rocky regions with agile animals
482,Derrick,Cheetah,Asian,Herbivore,Medium,Common,H082,Jungle,Dev,2,2294,Desert,6,1,Humid,High,1.5,Dense forest with dangerous wild predators
483,Amanda,Bear,Snow,Predator,Low,Common,H095,Mountains,Tara,4,991,Mountain,41,5,Cold,Medium,1.3,Rocky regions with agile animals
484,Tamara,Bear,Asian,Predator,Low,Rare,H058,Tundra,Nikhil,9,1316,Volcano,19,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
485,Christina,Leopard,Mountain,Omnivore,Medium,Common,H088,Tundra,Liam,4,959,Canyon,17,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
486,Dennis,Wolf,Siberian,Omnivore,Low,Uncommon,H056,Forest,Arjun,9,1920,Ruins,12,3,Mild,Low,1.0,Balanced area with common animals
487,Joe,Wolf,African,Omnivore,High,Uncommon,H086,Swamp,Zara,6,457,Ruins,32,4,Wet,High,1.6,Murky lands with hidden threats
488,Joe,Lion,Indian,Predator,Medium,Common,H018,City Ruins,Kaira,8,2257,Desert,22,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
489,Lawrence,Elephant,Indian,Predator,Low,Rare,H076,Swamp,Dev,1,315,Forest,22,4,Wet,High,1.6,Murky lands with hidden threats
490,Steven,Giraffe,Indian,Omnivore,High,Uncommon,H042,Swamp,Zara,7,2471,Desert,48,4,Wet,High,1.6,Murky lands with hidden threats
491,Zachary,Giraffe,Indochinese,Predator,Low,Uncommon,H020,Mountains,Kaira,1,2637,Ice Fields,28,5,Cold,Medium,1.3,Rocky regions with agile animals
492,Ariana,Cheetah,Snow,Herbivore,Medium,Rare,H031,Canyon,Ravi,7,2982,Volcano,43,9,Hot,Medium,1.4,Narrow passages with ambush threats
493,Andrew,Tiger,Indian,Omnivore,High,Common,H022,Volcanic Zone,Zara,4,2500,Ruins,19,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
494,Joel,Lion,Asian,Herbivore,Low,Uncommon,H031,Swamp,Ravi,7,2982,Volcano,43,4,Wet,High,1.6,Murky lands with hidden threats
495,Joshua,Cheetah,Indochinese,Predator,Low,Uncommon,H034,Volcanic Zone,Dev,6,1404,Swamp,24,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
496,Christopher,Lion,Asian,Predator,Medium,Uncommon,H051,Tundra,Reva,8,1830,Riverlands,11,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
497,Cody,Elephant,Indian,Herbivore,Low,Uncommon,H059,Canyon,Meera,8,2418,Swamp,7,9,Hot,Medium,1.4,Narrow passages with ambush threats
498,Brian,Bear,Snow,Predator,Low,Uncommon,H094,Savanna,Ravi,8,627,Riverlands,46,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
499,Jennifer,Elephant,Asian,Omnivore,Medium,Rare,H016,Forest,Dev,4,2499,Jungle,11,3,Mild,Low,1.0,Balanced area with common animals
500,Tiffany,Cheetah,Asian,Herbivore,High,Common,H018,Savanna,Kaira,8,2257,Desert,22,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
501,Emily,Tiger,Mountain,Omnivore,High,Rare,H064,Savanna,Nikhil,3,1385,Desert,32,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
502,Amber,Zebra,Mountain,Herbivore,High,Common,H001,Mountains,Nikhil,5,2028,Riverlands,20,5,Cold,Medium,1.3,Rocky regions with agile animals
503,Rebecca,Cheetah,Indochinese,Predator,Low,Common,H090,Savanna,Zara,2,2327,Riverlands,22,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
504,Katie,Wolf,Asian,Herbivore,Medium,Rare,H096,Desert,Arjun,5,228,Forest,42,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
505,Kathleen,Cheetah,Mountain,Omnivore,High,Common,H096,Tundra,Arjun,5,228,Forest,42,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
506,Troy,Cheetah,Indian,Predator,Low,Rare,H054,Tundra,Kaira,6,1775,Volcano,48,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
507,David,Rhino,African,Predator,Medium,Common,H084,Jungle,Liam,7,1509,Forest,34,1,Humid,High,1.5,Dense forest with dangerous wild predators
508,Julie,Bear,Indochinese,Herbivore,High,Common,H097,Tundra,Dev,8,1256,Desert,9,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
